INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET
I162006414,619,Larceny,LARCENY ALL OTHERS,Dorchester,340,N,2016-01-23 15:58:00,2016,1,Saturday,15,Part One,PERCIVAL ST
I182025910,3201,Property Lost,PROPERTY - LOST,Mattapan,944,N,2018-04-07 13:58:00,2018,4,Saturday,13,Part Three,AMES ST
I162037458,1402,Vandalism,VANDALISM,Dorchester,436,Y,2016-05-13 18:36:00,2016,5,Friday,18,Part Two,WASHINGTON ST
I172014053,3111,License Violation,LICENSE PREMISE VIOLATION,Downtown,66,N,2017-02-21 00:30:00,2017,2,Tuesday,0,Part Three,CAMBRIDGE ST
I152084110,3410,Towed,TOWED MOTOR VEHICLE,Dorchester,379,N,2015-10-09 19:10:00,2015,10,Friday,19,Part Three,ADAMS ST
I162087193,2629,Harassment,HARASSMENT,Mattapan,427,N,2016-10-24 16:57:00,2016,10,Monday,16,Part Two,WILMORE ST
I172098248,2647,Other,THREATS TO DO BODILY HARM,Roxbury,280,N,2017-11-26 07:23:00,2017,11,Sunday,7,Part Two,DUDLEY ST
I162027638,301,Robbery,ROBBERY - STREET,Mattapan,469,N,2016-04-09 23:22:00,2016,4,Saturday,23,Part One,TENNIS RD
I172045232,3115,Investigate Person,INVESTIGATE PERSON,South Boston,199,N,2017-06-07 16:57:00,2017,6,Wednesday,16,Part Three,DORCHESTER AVE
I182030680,619,Larceny,LARCENY ALL OTHERS,South Boston,187,N,2018-04-24 11:14:00,2018,4,Tuesday,11,Part One,HARVEST ST
I182022489,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Roxbury,320,N,2018-03-26 01:57:00,2018,3,Monday,1,Part One,BLUE HILL AVE
I162086177,2914,Violations,VAL - OPERATING W/O AUTHORIZATION LAWFUL,Hyde Park,520,N,2016-10-21 08:32:00,2016,10,Friday,8,Part Two,HYDE PARK AVE
I162036281,1402,Vandalism,VANDALISM,East Boston,25,N,2016-05-09 23:00:00,2016,5,Monday,23,Part Two,MERIDIAN ST
I172049657,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,South Boston,200,N,2017-06-21 10:21:00,2017,6,Wednesday,10,Part One,A ST
I162046499,1842,Drug Violation,"DRUGS - POSS CLASS A - HEROIN, ETC. ",Roxbury,901,N,2016-06-12 19:30:00,2016,6,Sunday,19,Part Two,HORADAN WAY
I172092906,617,Larceny,LARCENY THEFT FROM BUILDING,Brighton,807,N,2017-11-03 14:00:00,2017,11,Friday,14,Part One,EVERETT ST
I172070655,3410,Towed,TOWED MOTOR VEHICLE,Dorchester,235,N,2017-08-26 00:00:00,2017,8,Saturday,0,Part Three,BUTTONWOOD ST
I152091720,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,South End,157,N,2015-11-04 16:43:00,2015,11,Wednesday,16,Part One,W NEWTON ST
I172038105,3115,Investigate Person,INVESTIGATE PERSON,South Boston,214,N,2017-05-15 11:42:00,2017,5,Monday,11,Part Three,W BROADWAY
I172004927,3301,Verbal Disputes,VERBAL DISPUTE,Dorchester,393,N,2017-01-19 11:41:00,2017,1,Thursday,11,Part Three,WRENTHAM ST
I172040459,802,Simple Assault,ASSAULT SIMPLE - BATTERY,West Roxbury,722,N,2017-05-22 17:35:00,2017,5,Monday,17,Part Two,BAKER ST
I152061056,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Dorchester,350,N,2015-07-24 01:31:00,2015,7,Friday,1,Part Two,ADAMS ST
I182053955,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,South End,171,Y,2018-07-09 15:00:00,2018,7,Monday,15,Part One,HARRISON AVE
I172060367,3125,Warrant Arrests,WARRANT ARREST,Dorchester,350,N,2017-07-12 13:00:00,2017,7,Wednesday,13,Part Three,DORCHESTER AVE
I172033464,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,Jamaica Plain,582,N,2017-04-29 14:32:00,2017,4,Saturday,14,Part Two,CENTRE ST
I172030788,3201,Property Lost,PROPERTY - LOST,Mattapan,426,N,2016-12-26 08:00:00,2016,12,Monday,8,Part Three,RIVER ST
I182068051,2905,Violations,VAL - OPERATING WITHOUT LICENSE,Brighton, ,N,2018-08-25 02:17:00,2018,8,Saturday,2,Part Two,ALLSTON ST
I172041137,2204,Liquor Violation,LIQUOR LAW VIOLATION,West Roxbury,723,N,2017-05-24 19:03:00,2017,5,Wednesday,19,Part Two,VFW PKWY
I172051378,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Dorchester,351,Y,2017-06-26 16:14:00,2017,6,Monday,16,Part One,LINCOLN ST
I162035493,613,Larceny,LARCENY SHOPLIFTING,Downtown,94,N,2016-05-07 10:40:00,2016,5,Saturday,10,Part One,STATE ST
I172009476,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,South Boston,177,N,2017-02-04 03:00:00,2017,2,Saturday,3,Part Three,MASSACHUSETTS AVE
I172050284,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,Brighton,796,N,2017-06-23 08:37:00,2017,6,Friday,8,Part Two,COMMONWEALTH AVE
I162086609,2007,Restraining Order Violations,VIOL. OF RESTRAINING ORDER W NO ARREST,Dorchester,347,N,2016-10-22 12:47:00,2016,10,Saturday,12,Part Two,WILKINSON PARK
I162044673,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,Downtown, ,N,2016-06-06 21:58:00,2016,6,Monday,21,Part Two,Not Specified
I182065941,2647,Other,THREATS TO DO BODILY HARM,Dorchester,462,N,2018-08-18 09:18:00,2018,8,Saturday,9,Part Two,BOWDOIN AVE
I162045103,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,East Boston,29,N,2016-06-08 09:18:00,2016,6,Wednesday,9,Part Two,MAVERICK SQ
I162053397,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,Roxbury, ,N,2016-06-02 22:30:00,2016,6,Thursday,22,Part One,Not Specified
I172009449,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,South End,618,N,2017-02-04 02:15:00,2017,2,Saturday,2,Part Three,HUNTINGTON AVE
I162090384,3125,Warrant Arrests,WARRANT ARREST,South End,135,N,2016-11-04 11:55:00,2016,11,Friday,11,Part Three,MARLBOROUGH ST
I182036730,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,Roxbury,328,Y,2018-05-14 22:28:00,2018,5,Monday,22,Part Two,INTERVALE ST
I172022324,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Jamaica Plain,655,N,2017-03-22 09:12:00,2017,3,Wednesday,9,Part Two,WOODLAND RD
I162007727,724,Auto Theft,AUTO THEFT,East Boston,942,N,2016-01-28 23:45:00,2016,1,Thursday,23,Part One,WALDEMAR AVE
I162094812,361,Robbery,ROBBERY - OTHER,Downtown,75,N,2016-11-19 18:48:00,2016,11,Saturday,18,Part One,PORTLAND ST
I172005194,613,Larceny,LARCENY SHOPLIFTING,South Boston,213,N,2017-01-20 10:04:00,2017,1,Friday,10,Part One,W BROADWAY
I172091650,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Downtown,127,N,2017-11-02 12:30:00,2017,11,Thursday,12,Part Three,OAK ST W
I172067608,2405,Disorderly Conduct,DISORDERLY CONDUCT,South End,271,N,2017-08-16 20:25:00,2017,8,Wednesday,20,Part Two,WASHINGTON ST
I182044591,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,Hyde Park,479,N,2018-06-09 03:58:00,2018,6,Saturday,3,Part Three,CUMMINS HWY
I152051026,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,Dorchester,235,N,2015-06-20 01:15:00,2015,6,Saturday,1,Part Three,COLUMBIA RD
I172002790,3207,Property Found,PROPERTY - FOUND,South End,155,N,2017-01-11 08:00:00,2017,1,Wednesday,8,Part Three,W SPRINGFIELD ST
I162022759,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,326,Y,2016-03-24 03:16:00,2016,3,Thursday,3,Part One,BLUE HILL AVE
I182029222,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,West Roxbury,910,N,2018-04-19 12:09:00,2018,4,Thursday,12,Part Three,WASHINGTON ST
I162085432,111,Homicide,"MURDER, NON-NEGLIGIENT MANSLAUGHTER",Dorchester,361,Y,2016-10-18 17:43:00,2016,10,Tuesday,17,Part One,DORCHESTER AVE
I162079617,1501,Firearm Violations,"WEAPON - FIREARM - CARRYING / POSSESSING, ETC",Roxbury,297,N,2016-09-29 03:51:00,2016,9,Thursday,3,Part Two,DALE ST
I182069675,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Roxbury, ,N,2018-08-24 22:26:00,2018,8,Friday,22,Part Three,BLUE HILL AVE
I182005137,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Hyde Park,511,N,2018-01-20 03:05:00,2018,1,Saturday,3,Part One,BEACON ST
I162059235,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,Jamaica Plain,946,N,2016-07-24 22:30:00,2016,7,Sunday,22,Part Three,SAINT ROSE ST
I172102840,1001,Counterfeiting,FORGERY / COUNTERFEITING,Brighton,779,N,2017-09-17 07:00:00,2017,9,Sunday,7,Part Two,MURDOCK ST
I182010186,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,South End,143,N,2018-02-08 00:56:00,2018,2,Thursday,0,Part Three,DALTON ST
I182058903,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",Brighton,802,N,2018-07-24 19:30:00,2018,7,Tuesday,19,Part Three,CAMBRIDGE ST
I172071398,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,Dorchester,245,N,2017-08-28 05:00:00,2017,8,Monday,5,Part Three,RAVEN ST
I172098064,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Mattapan,908,N,2017-11-25 12:09:00,2017,11,Saturday,12,Part Three,FRANKLIN HILL AVE
I172101691,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Mattapan,428,Y,2017-12-07 19:45:00,2017,12,Thursday,19,Part One,BLUE HILL AVE
I162062931,3115,Investigate Person,INVESTIGATE PERSON,Downtown, ,N,2016-08-05 22:19:00,2016,8,Friday,22,Part Three,Not Specified
I182006311,727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,Downtown,120,N,2018-01-24 12:24:00,2018,1,Wednesday,12,Part One,PARK PLZ
I152099106,3007,Medical Assistance,SUDDEN DEATH,Roxbury,181,N,2015-12-01 06:39:00,2015,12,Tuesday,6,Part Three,WOODWARD AVE
I162003026,3301,Verbal Disputes,VERBAL DISPUTE,Roxbury,306,N,2016-01-11 21:49:00,2016,1,Monday,21,Part Three,WASHINGTON ST
I162079396,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,South End, ,N,2016-09-28 10:00:00,2016,9,Wednesday,10,Part Two,Not Specified
I182043897,613,Larceny,LARCENY SHOPLIFTING,South End,134,N,2018-06-07 01:06:00,2018,6,Thursday,1,Part One,BOYLSTON ST
I162048637,3502,Missing Person Located,MISSING PERSON - LOCATED,West Roxbury,822,N,2016-06-19 12:54:00,2016,6,Sunday,12,Part Three,CROWN POINT DR
I172102706,613,Larceny,LARCENY SHOPLIFTING,South End,146,N,2017-12-11 18:30:00,2017,12,Monday,18,Part One,HUNTINGTON AVE
I172082389,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,Brighton,924,N,2017-10-01 09:00:00,2017,10,Sunday,9,Part Two,WASHINGTON ST
I172104741,3115,Investigate Person,INVESTIGATE PERSON,Charlestown,50,N,2017-12-19 13:35:00,2017,12,Tuesday,13,Part Three,PARKER ST
I182033812,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,279,Y,2018-05-04 23:45:00,2018,5,Friday,23,Part One,WINSLOW ST
I162099821,3125,Warrant Arrests,WARRANT ARREST,Downtown,94,N,2016-12-07 14:46:00,2016,12,Wednesday,14,Part Three,STATE ST
I162012205,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Dorchester,388,N,2016-02-15 14:33:00,2016,2,Monday,14,Part Two,DORCHESTER AVE
I162058351,619,Larceny,LARCENY ALL OTHERS,Mattapan,425,N,2016-07-22 07:44:00,2016,7,Friday,7,Part One,FREMONT ST
I172056152,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Dorchester,388,N,2017-07-11 07:56:00,2017,7,Tuesday,7,Part Three,DORCHESTER AVE
I162024701,3115,Investigate Person,INVESTIGATE PERSON,Mattapan,463,N,2016-03-30 22:27:00,2016,3,Wednesday,22,Part Three,AMERICAN LEGION HWY
I162104503,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,Downtown,117,N,2016-12-23 20:33:00,2016,12,Friday,20,Part Two,BEACH ST
I172076865,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,South Boston,936,Y,2017-09-15 19:15:00,2017,9,Friday,19,Part One,CROWLEY-ROGERS WAY
I172011293,3301,Verbal Disputes,VERBAL DISPUTE,Hyde Park,493,N,2017-02-11 07:49:00,2017,2,Saturday,7,Part Three,METROPOLITAN AVE
I172028061,3125,Warrant Arrests,WARRANT ARREST,Mattapan,444,Y,2017-04-11 08:40:00,2017,4,Tuesday,8,Part Three,VESTA RD
I152077393,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,Roxbury,280,N,2015-09-17 17:24:00,2015,9,Thursday,17,Part Two,DUDLEY ST
I172091222,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,Jamaica Plain,912,Y,2017-10-31 23:47:00,2017,10,Tuesday,23,Part Two,PARKER ST
I172058323,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,West Roxbury,561,N,2017-07-18 19:13:00,2017,7,Tuesday,19,Part Three,BROWN AVE
I172078372,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,611,N,2017-09-20 18:38:00,2017,9,Wednesday,18,Part One,HUNTINGTON AVE
I162018094,1402,Vandalism,VANDALISM,Roxbury,181,N,2016-03-07 17:00:00,2016,3,Monday,17,Part Two,LANGDON ST
I172034741,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Jamaica Plain,506,N,2017-05-02 21:00:00,2017,5,Tuesday,21,Part One,PATTEN ST
I182018102,613,Larceny,LARCENY SHOPLIFTING,Downtown,104,N,2018-03-09 17:23:00,2018,3,Friday,17,Part One,WASHINGTON ST
I152086086,3115,Investigate Person,INVESTIGATE PERSON,Charlestown,54,N,2015-10-16 15:45:00,2015,10,Friday,15,Part Three,MAIN ST
I152061303,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Dorchester,379,N,2015-07-24 19:43:00,2015,7,Friday,19,Part Two,GALLIVAN BLVD
I172036890,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,Roxbury,321,N,2017-05-10 21:39:00,2017,5,Wednesday,21,Part Three,INTERVALE ST
I182007256,3301,Verbal Disputes,VERBAL DISPUTE,Dorchester,249,N,2018-01-28 01:33:00,2018,1,Sunday,1,Part Three,SAXTON ST
I172026594,3125,Warrant Arrests,WARRANT ARREST,Mattapan, ,N,2017-04-05 21:27:00,2017,4,Wednesday,21,Part Three,BLUE HILL AVE
I152080107,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,Dorchester,342,Y,2015-09-26 01:11:00,2015,9,Saturday,1,Part Two,TOPLIFF ST
I172047249,123,Manslaughter,MANSLAUGHTER - NON-VEHICLE - NEGLIGENCE,Mattapan,421,Y,2017-06-13 18:59:00,2017,6,Tuesday,18,Other,DELHI ST
I152101266,381,Robbery,ROBBERY - CAR JACKING,South Boston,235,N,2015-12-08 05:38:00,2015,12,Tuesday,5,Part One,COLUMBIA RD
I182049752,1402,Vandalism,VANDALISM,Mattapan,446,N,2018-06-25 16:07:00,2018,6,Monday,16,Part Two,NORWELL ST
I182024445,3207,Property Found,PROPERTY - FOUND,South End,143,N,2018-04-02 08:00:00,2018,4,Monday,8,Part Three,DALTON ST
I152100330,3501,Missing Person Reported,MISSING PERSON,Roxbury,316,N,2015-12-04 22:56:00,2015,12,Friday,22,Part Three,ABBOTSFORD ST
I182045989,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Jamaica Plain,579,N,2018-06-13 16:24:00,2018,6,Wednesday,16,Part Three,CENTRE ST
I162074737,1874,Drug Violation,DRUGS - OTHER,Dorchester,257,N,2016-09-13 16:11:00,2016,9,Tuesday,16,Part Two,SCHROEDER PLZ
I152093428,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,Roxbury,178,N,2015-11-09 14:30:00,2015,11,Monday,14,Part One,POMPEII ST
I182001049,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Hyde Park,498,N,2018-01-05 03:07:00,2018,1,Friday,3,Part Three,NAVARRE ST
I182001914,3201,Property Lost,PROPERTY - LOST,Dorchester,340,N,2018-01-08 14:12:00,2018,1,Monday,14,Part Three,ADAMS ST
I162074622,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Downtown, ,N,2016-09-12 20:00:00,2016,9,Monday,20,Part Three,BROADLAWN
I182063872,3115,Investigate Person,INVESTIGATE PERSON,South End,150,N,2018-08-11 10:16:00,2018,8,Saturday,10,Part Three,CHANDLER ST
I172084363,3115,Investigate Person,INVESTIGATE PERSON,Jamaica Plain,307,N,2017-10-10 00:30:00,2017,10,Tuesday,0,Part Three,WESTMINSTER AVE
I172075218,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Roxbury,305,Y,2017-09-10 19:21:00,2017,9,Sunday,19,Part One,MARTIN LUTHER KING JR BLV
I172028310,3620,Other,REPORT AFFECTING OTHER DEPTS.,South End,905,N,2016-10-19 00:00:00,2016,10,Wednesday,0,Part Three,HARRISON AVE
I162041290,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,Downtown,77,N,2016-05-26 18:43:00,2016,5,Thursday,18,Part Two,NEW SUDBURY ST
I162078850,2619,Prisoner Related Incidents,FUGITIVE FROM JUSTICE,Downtown,77,N,2016-09-26 16:02:00,2016,9,Monday,16,Part Two,NEW SUDBURY ST
I172026024,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,Roxbury,328,N,2017-04-03 22:38:00,2017,4,Monday,22,Part Two,FERNBORO ST
I162021047,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",West Roxbury,561,N,2016-03-18 09:08:00,2016,3,Friday,9,Part Three,CUMMINS HWY
I162061639,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Downtown, ,N,2016-08-01 18:52:00,2016,8,Monday,18,Part One,Not Specified
I162072924,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Jamaica Plain,508,N,2016-09-07 14:29:00,2016,9,Wednesday,14,Part Three,CARLFORD RD
I172021099,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,South End,145,N,2017-03-18 08:51:00,2017,3,Saturday,8,Part One,HUNTINGTON AVE
I152062849,1402,Vandalism,VANDALISM,Hyde Park,538,N,2015-07-29 19:00:00,2015,7,Wednesday,19,Part Two,CLEVELAND ST
I172029307,3410,Towed,TOWED MOTOR VEHICLE,Roxbury,605,N,2017-04-15 08:39:00,2017,4,Saturday,8,Part Three,PARKER HILL AVE
I172019459,3115,Investigate Person,INVESTIGATE PERSON,Jamaica Plain,508,N,2017-03-11 22:27:00,2017,3,Saturday,22,Part Three,TALBOT AVE
I162009165,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Roxbury,267,N,2016-01-20 12:48:00,2016,1,Wednesday,12,Part Two,FOREST ST
I162047376,617,Larceny,LARCENY THEFT FROM BUILDING,Dorchester,247,N,2016-06-13 21:00:00,2016,6,Monday,21,Part One,DORCHESTER AVE
I172069690,3410,Towed,TOWED MOTOR VEHICLE,Downtown,115,N,2017-08-23 13:44:00,2017,8,Wednesday,13,Part Three,SOUTH ST
I182026564,617,Larceny,LARCENY THEFT FROM BUILDING,Downtown,111,N,2018-04-09 16:50:00,2018,4,Monday,16,Part One,TREMONT ST
I172010307,3125,Warrant Arrests,WARRANT ARREST,Downtown,86,N,2017-02-07 19:01:00,2017,2,Tuesday,19,Part Three,CROSS ST
I152098520,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Dorchester,388,N,2015-11-28 16:23:00,2015,11,Saturday,16,Part Two,DORCHESTER AVE
I162040951,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,West Roxbury,703,N,2016-05-25 18:07:00,2016,5,Wednesday,18,Part Three,CENTRE ST
I152076595,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Downtown,122,N,2015-09-15 02:34:00,2015,9,Tuesday,2,Part Three,STUART ST
I162099192,3501,Missing Person Reported,MISSING PERSON,Mattapan,74,N,2016-12-05 16:30:00,2016,12,Monday,16,Part Three,NEW CHARDON ST
I162057448,301,Robbery,ROBBERY - STREET,Downtown,105,N,2016-07-17 10:03:00,2016,7,Sunday,10,Part One,SUMMER ST
I152089795,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,Hyde Park,520,N,2015-10-29 16:00:00,2015,10,Thursday,16,Part Two,HYDE PARK AVE
I182026632,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,Mattapan,469,N,2018-04-10 10:06:00,2018,4,Tuesday,10,Part Two,WALK HILL ST
I182036484,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Mattapan,74,N,2018-05-11 06:00:00,2018,5,Friday,6,Part Three,NEW CHARDON ST
I152103377,617,Larceny,LARCENY THEFT FROM BUILDING,Downtown,75,N,2015-12-15 09:30:00,2015,12,Tuesday,9,Part One,FRIEND ST
I162081161,3125,Warrant Arrests,WARRANT ARREST,Downtown, ,N,2016-10-04 09:18:00,2016,10,Tuesday,9,Part Three,Not Specified
I182066051,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,Mattapan, ,N,2018-08-18 16:55:00,2018,8,Saturday,16,Part Three,BLUE HILL AVE
I152087985,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,South End,149,N,2015-10-23 09:31:00,2015,10,Friday,9,Part One,COLUMBUS AVE
I172061250,1402,Vandalism,VANDALISM,Charlestown,900,N,2017-07-27 18:20:00,2017,7,Thursday,18,Part Two,BUNKER HILL ST
I172091436,3125,Warrant Arrests,WARRANT ARREST,Downtown,63,N,2017-10-21 12:00:00,2017,10,Saturday,12,Part Three,NEW SUDBURY ST
I152071745,3109,Police Service Incidents,SERVICE TO OTHER PD INSIDE OF MA.,Roxbury,317,N,2015-08-29 14:36:00,2015,8,Saturday,14,Part Three,ELM HILL AVE
I182021238,802,Simple Assault,ASSAULT SIMPLE - BATTERY,Roxbury,311,N,2018-03-21 15:17:00,2018,3,Wednesday,15,Part Two,BLUE HILL AVE
I182043789,1402,Vandalism,VANDALISM,Hyde Park,478,N,2018-06-05 17:00:00,2018,6,Tuesday,17,Part Two,WEYBOSSET ST
I172101843,3201,Property Lost,PROPERTY - LOST,South End,128,N,2017-11-17 00:00:00,2017,11,Friday,0,Part Three,COLUMBUS AVE
I162076439,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,Brighton,800,Y,2016-09-18 22:10:00,2016,9,Sunday,22,Part One,LINDEN ST
I162050325,724,Auto Theft,AUTO THEFT,South Boston,208,N,2016-06-24 08:00:00,2016,6,Friday,8,Part One,E FIRST ST
I172015905,1503,Firearm Violations,"WEAPON - OTHER - CARRYING / POSSESSING, ETC",Roxbury,316,N,2017-02-27 12:28:00,2017,2,Monday,12,Part Two,RUTHVEN ST
I182036002,2647,Other,THREATS TO DO BODILY HARM,Mattapan,467,N,2018-05-12 01:59:00,2018,5,Saturday,1,Part Two,GILMER ST
I162067538,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,South Boston, ,N,2016-08-20 16:04:00,2016,8,Saturday,16,Part Three,MASSACHUSETTS AVE
I152092883,1810,Drug Violation,DRUGS - SALE / MANUFACTURING,Charlestown,900,N,2015-11-08 15:30:00,2015,11,Sunday,15,Part Two,VINE ST
I152054051,1402,Vandalism,VANDALISM,Dorchester,403,N,2015-06-30 14:40:00,2015,6,Tuesday,14,Part Two,WASHINGTON ST
I162072547,1402,Vandalism,VANDALISM,Dorchester,372,N,2016-09-02 17:00:00,2016,9,Friday,17,Part Two,PORT NORFOLK ST
I152056637,3114,Investigate Property,INVESTIGATE PROPERTY,Roxbury,312,N,2015-07-09 12:38:00,2015,7,Thursday,12,Part Three,HAROLD ST
I172017776,3007,Medical Assistance,SUDDEN DEATH,Mattapan,420,N,2017-03-06 06:40:00,2017,3,Monday,6,Part Three,LORNA RD
I162065024,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,Jamaica Plain,506,N,2016-08-12 19:59:00,2016,8,Friday,19,Part Three,WACHUSETT ST
I182009617,2647,Other,THREATS TO DO BODILY HARM,West Roxbury,747,N,2018-02-05 21:33:00,2018,2,Monday,21,Part Two,VFW PKWY
I152093778,3115,Investigate Person,INVESTIGATE PERSON,West Roxbury,556,N,2015-11-10 16:00:00,2015,11,Tuesday,16,Part Three,ROWE ST
I182004147,617,Larceny,LARCENY THEFT FROM BUILDING,Downtown,75,N,2018-01-13 08:00:00,2018,1,Saturday,8,Part One,PORTLAND ST
I172011583,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,Mattapan,465,N,2017-02-12 15:12:00,2017,2,Sunday,15,Part Three,BLUE HILL AVE
I162098771,3115,Investigate Person,INVESTIGATE PERSON,East Boston,9,N,2016-12-04 00:39:00,2016,12,Sunday,0,Part Three,FAYWOOD AVE
I152087252,724,Auto Theft,AUTO THEFT,Mattapan,439,N,2015-10-20 18:15:00,2015,10,Tuesday,18,Part One,BLUE HILL AVE
I172063490,3115,Investigate Person,INVESTIGATE PERSON,Jamaica Plain,582,N,2017-08-03 23:43:00,2017,8,Thursday,23,Part Three,WARREN ST
I182007072,3410,Towed,TOWED MOTOR VEHICLE,Brighton,794,N,2018-01-27 12:03:00,2018,1,Saturday,12,Part Three,COMMONWEALTH AVE
I182066110,3501,Missing Person Reported,MISSING PERSON,Brighton,772,N,2018-08-15 08:00:00,2018,8,Wednesday,8,Part Three,FOSTER ST
I182017496,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,Mattapan,459,N,2018-03-07 11:48:00,2018,3,Wednesday,11,Part Three,GLENARM ST
I152060956,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,Downtown,107,N,2015-07-23 18:24:00,2015,7,Thursday,18,Part Three,FEDERAL ST
I172100062,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,East Boston,23,N,2017-12-02 12:05:00,2017,12,Saturday,12,Part Two,MERIDIAN ST
I172088376,2610,Other,TRESPASSING,Downtown,61,N,2017-10-22 21:34:00,2017,10,Sunday,21,Part Two,LEGENDS WAY
I152103354,3115,Investigate Person,INVESTIGATE PERSON,Mattapan,458,N,2015-12-15 09:45:00,2015,12,Tuesday,9,Part Three,MICHIGAN AVE
